ID,Название навыка,Описание навыка и компетенции,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DHTML,"— это способ (подход) создания интерактивного веб-сайта, использующий сочетание статичного языка разметки HTML, встраиваемого (и выполняемого на стороне клиента) скриптового языка JavaScript, CSS (каскадных таблиц стилей) и DOM (объектной модели документа).",,,,,,,,,,,,,,,,,,,,,,,,,,,
,dBase," — семейство широко распространённых систем управления базами данных, а также язык программирования, используемый в них.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,D3.js,"Это JavaScript библиотека, ориентированная на работу с данными и их визуальное представление для веба, включая загрузку данных, визуализацию в режиме реального времени и множество других возможностей.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Djvu, – специальный формат для сжатия отсканированных документов и книг,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Delphi,"— императивный, структурированный, объектно-ориентированный язык программирования со строгой статической типизацией переменных. Основная область использования — написание прикладного программного обеспечения.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Docker,"— программное обеспечение для автоматизации развёртывания и управления приложениями в среде виртуализации на уровне операционной системы, например LXC",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Drupal,"– система управления сайтами на бесплатной основе. Имеет открытый исходный код и распространяется по лицензии GPL. Этопрограммное обеспечение позволит даже новичку публиковать, управлять и правильно организовывать содержимое на собственном сайте.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,DNS SEC,"— это расширение системы DNS, обеспечивающее выстраивание цепочки доверия для домена. Администратор домена, подписавший свою зону с помощью DNSSEC, предоставит посетителям своего сайта защиту от фишинга, отравления кэша и многих других интернет-угроз.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,DEV OPS," — методология разработки программного обеспечения, нацеленная на активное взаимодействие и интеграцию специалистов по разработке и специалистов по информационно-технологическому обслуживанию.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,DocBook,"— приложение SGML или XML (проще говоря — популярный набор тегов), предназначенное для разметки документов, такое же, как HTML для разметки веб-документов. Текущая версия DocBook V5.0 — официальный стандарт OASIS.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,DirectX," — это набор API, разработанных для решения задач, связанных с программированием под Microsoft Windows. Наиболее широко используется при написании компьютерных игр.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Drawing,"является одной из форм изобразительного искусства , в которых человек использует различные инструменты для рисования, чтобы отметить бумаги или другого двумерного среду.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debian," — операционная система, состоящая из свободного ПО с открытым исходным кодом.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,DelftShip,"о представляет собой полнофункциональный программный 3D моделирования hullform прекрасно подходит для студентов, домашних пользователей или кого-либо еще с интересом в проектировании судов.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,DataStage," интегрирует данные из различных систем, используя высокопроизводительную платформу параллельных вычислений, и поддерживает расширенное управление метаданными и корпоративное взаимодействие. ",,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,"— мультипарадигмальный компилируемый язык программирования, созданный Уолтером Брайтом из компанииDigital Mars.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,DotNetNuke,"— это система управления контентом сайта (англ. Content management system, CMS), предназначенная для создания, внедрения и управления коммерческими или некоммерческими веб-сайтами и порталами",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Demandware,"Это достаточно популярная в мире платформа, предназначенная исключительно для обслуживания крупного e-commerce.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dwolla," Dwolla в позволяет отправлять деньги, получать данные о транзакции, запросить деньги, добавить банковские счета, прием платежей, и в целом гораздо больше.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,DevExpress,"— это платный плагин для Visual Studio, относящийся к классу productivity tools, который позволяет разработчику быстрее писать более качественный код, отлаживать его, запускать тесты, обнаруживать дефекты и выполнять …",,,,,,,,,,,,,,,,,,,,,,,,,,,
,DirectShow,"— мультимедийный фреймворк и интерфейс программирования приложений(API), выпущенный корпорацией Microsoft для разработчиков программного обеспечения и позволяющий Windows-приложениям управлять широким спектром устройств аудио/видео ввода-вывода, включая DV- и веб-камеры, DVD-устройства, ТВ-тюнеры и др.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,BACKUP,Создает резервную копию всей базы данных SQL Server (чтобы получить резервную копию базы данных) либо файлов или файловых групп базы данных (чтобы получить резервную копию файлов (BACKUP DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dropbox API,"представляет собой целый набор инструментов для обеспечения безопасности и соответствия стандартам, а также административные решения, включая обнаружение электронных данных (eDiscovery), предотвращение потери данных (DLP), информацию о безопасности и управление событиями (SIEM). Кроме того, на базе API можно развивать новые приложения.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Data Mining,"— собирательное название, используемое для обозначения совокупности методов обнаружения в данных ранее неизвестных, нетривиальных, практически полезных и доступных интерпретации знаний, необходимых для принятия решений в различных сферах человеческой деятельности.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Data Science," — раздел информатики, изучающий проблемы анализа, обработки и представления данных в цифровой форме. Объединяет методы по обработке данных в условиях больших объёмов и высокого уровня параллелизма, статистические методы, методыинтеллектуального анализа данных и приложения искусственного интеллекта для работы с данными, а также методы проектирования и разработки баз данных.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOS," — семейство операционных систем для персональных компьютеров, ориентированных на использование дисковых накопителей, таких как жёсткий диск идискета.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dropshipping," – это метод ведения бизнеса (вид партнерской программы), при котором производитель товара доверяет реализацию своего товара посреднику – дропшипперу. Посредник находит покупателей товара и принимает от них оплату.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Digital Ocean,"Простой облачный хостинг, построенный для разработчиков.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Raise Data Recovery,"предназначены для самостоятельного восстановления данных непрофессионалами. Существует множество версий, каждая из которых ограничена поддержкой единственного семейства файловых систем.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Data analysis," — серия подходов, инструментов и методов обработки структурированных и неструктурированных данных огромных объёмов и значительного многообразия для получения воспринимаемых человеком результатов, эффективных в условиях непрерывного прироста, распределения по многочисленным узлам вычислительной сети",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Data modeling," — это абстрактное, самодостаточное, логическое определение объектов, операторов и прочих элементов, в совокупности составляющих абстрактную машину доступа к данным, с которой взаимодействует пользователь.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Data scraping,— это технология получения данных из веб-страниц.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Data cleansing," — процесс выявления и исправления ошибок, несоответствий данных с целью улучшения их качества. Очистка данных является составной частью интеллектуального анализа данных.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,DVD Studio Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Data Structures,"— программная единица, позволяющая хранить и обрабатывать множество однотипных и/или логически связанных данных в вычислительной технике. Для добавления, поиска, изменения и удаления данных структура данных предоставляет некоторый набор функций, составляющих её интерфейс.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Data Protection,"— это программный продукт компании Microsoft, обеспечивающий непрерывную защиту данных для надежного восстановления работы серверов Windows. Является частью семейства продуктов Microsoft System Center.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Desktop,"— это файл конфигурации, который содержит данные настроек внешнего вида системной папки в ОС Microsoft Windows: значок, цвет текста, фоновый рисунок и т. д. Файл desktop.ini, как и любой .ini-файл, структурно разделен на секции.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Defect Tracking," — прикладная программа, разработанная с целью помочь разработчикам программного обеспечения(программистам, тестировщикам и др.) учитывать и контролировать ошибки и неполадки, найденные в программах, пожелания пользователей, а также следить за процессом устранения этих ошибок и выполнения или невыполнения пожеланий.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,DataLife Engin,"многопользовательский новостной движок предназначенный для организации собственных СМИ в интернете. Благодаря мощной системе публикации, настройки и редактирования новостей, движок на шаг вперед опережает своих ближайших конкурентов.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Database design,"это процесс получения подробного модель данных в базе данных. Эта логическая модель данных содержит все необходимые логические и физические проектные решения и параметры физического хранения необходимых для создания дизайна в определении данных языка, которые затем могут быть использованы для создания базы данных.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Digital mapping ,"это процесс, посредством которого сбор данных составляется и отформатирован в виртуальный образ. Основная функция этой технологии является создание карты, которые дают точные представления конкретной области, в котором подробно главных дорожных артерий и других точек интереса.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Document review,"это процесс, посредством каждая сторона в случае сортирует и анализирует документы и данные, которые они обладают (и более поздние документы и сведения, предоставленные их противников через открытие), чтобы определить которые чувствительны или иным отношение к делу. Изучение документов является ценным основной продукт типа работы, выполняемой адвокатами для своих клиентов, хотя это все чаще работа должна быть выполнена с помощью поверенных обзора специализированных документов",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direct marketing," – это форма рекламы, отрицающая любые каналы передачи информации, кроме направленного прямо на конечного потребителя. Иными словами, когда коммерческая или некоммерческая организация обращается напрямую к потребителю как индивидууму, минуя посредников, то это – прямой маркетинг.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Digital painting,"— создание электронных изображений, осуществляемое не путём рендеринга компьютерных моделей, а за счёт использования человеком компьютерных имитаций традиционных инструментов художника",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Domain migration,– это удобное приложение для управления миграцией и консолидацией доменов Microsoft Windows. ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Database caching,— это сохранение некоторой переменной PHP в кэше и последующее её извлечение оттуда. ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Document control," — компьютерная система (или набор компьютерных программ), используемая для отслеживания и хранения электронных документов и/или образов (изображений и иных артефактов) бумажных документов.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,DaVinci Resolve ,"это комплексное решение для нелинейного редактирования и грейдинга,которое позволяет монтаж,установку цвета,окончательную обработку и создание конечного продукта в одном приложении.","— это комплексное решение для нелинейного редактирования и грейдинга, которое позволяет выполнять монтаж, установку цвета, окончательную обработку и создание конечного продукта в одном приложении",,,,,,,,,,,,,,,,,,,,,,,,,,
,Data Warehouse,"предметно-ориентированная информационная база данных, специально разработанная и предназначенная для подготовки отчётов и бизнес-анализа с целью поддержки принятия решений в организации.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Database testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Django Framework,"— свободный программный каркас для веб-приложений на языке Python, использующий шаблон проектирования MVC",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Data sufficiency,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,dBase,"— семейство широко распространённых систем управления базами данных, а также язык программирования, используемый в них.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Database  modeling,"— модель данных, позволяющая описывать концептуальные схемы предметной области.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dijital sculpting,"— вид изобразительного искусства, произведения которого имеют объёмную форму и выполняются с помощью специального программного обеспечения, посредством инструментов которого возможно производить различного рода манипуляции над 3d моделями, как если бы скульптор работал над обычной глиной или камнем.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dental,"— раздел медицины, занимающийся изучением зубов, их строения и функционирования, их заболеваний, методов их профилактики и лечения, а также болезней полости рта, челюстей и пограничных областей лица и шеи",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Disaster recovery,"включает в себя набор политик и процедур, позволяющих восстановление или продолжение жизненной технологической инфраструктуры и систем после стихийного или антропогенного бедствия.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Datasheet,"— это совокупность элементарных звеньев объекта и связей между ними, один из видов графической модели. Под элементарным звеном понимают часть объекта, системы управления и т. д., которая реализует элементарную функцию.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Desktop publishing,"является создание документов с использованием навыков макета страницы на персональном компьютере. Настольные издательские программное обеспечение может генерировать раскладки и производить типографский текст качества и изображения, сравнимые с традиционными типографии и печати.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Distance education,"Предоставление образовательных курсов, например, телевизор, заочного обучения или электронных носителях, для студентов, которые не могут присутствовать лично учебное заведение обеспокоен",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Data visualization,"Преобразование цифровых данных в изображение, доступное для восприятия человеком илиспециальным устройством.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDK," — набор из средств разработки, заголовочных файлов, библиотек, утилит, программного кода примеров и документации, который позволяет программистам создавать драйверы для устройств по определённой технологии или для определённой платформы (программной или программно-аппаратной).",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Digital photographuy,"— это электронное устройство, предназначенное для считывания и показаизображений, записанных в цифровом виде.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Digital access,усовершенствованная система связи с цифровым доступом,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Database management,"Пункт меню Database Management позволяет Вам создать Новую базу данных , изменить Базу данных по умолчанию (Default), Экспортировать сдачи из базы данных и провести Переиндексацию (Fix Indexes).",,,,,,,,,,,,,,,,,,,,,,,,,,,
,DSL,"— модемная технология, в которой доступная полоса пропускания канала распределена между исходящим и входящим трафиком асимметрично. ",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Email marketing,"— это один из наиболее эффективных инструментов интернет-маркетинга для бизнеса. Он позволяет выстраивать прямую коммуникацию между брендом (или бизнесом, компанией) и потенциальными или существующими клиентами.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,E4X,"- Это расширение языка программирования, добавляет родную поддержку XML в ECMAScript (который включает ActionScript, DMDScript, JavaScript, JScript). Целью расширения является обеспечение альтернативного DOM интерфейса, который использует для доступа к XM",,,,,,,,,,,,,,,,,,,,,,,,,,,
,ERP,"— организационная стратегия интеграции производства и операций, управления трудовыми ресурсами, финансового менеджмента и управления активами, ориентированная на непрерывную балансировку и оптимизацию ресурсов предприятия посредством специализированного интегрированного пакета прикладного программного обеспечения, обеспечивающего общую модель данных и процессов для всех сфер деятельности",,,,,,,,,,,,,,,,,,,,,,,,,,,
,ETL,— один из основных процессов в управлении хранилищами данных,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exim,"— это агент пересылки сообщений, используемый в операционных системах семейства Unix",,,,,,,,,,,,,,,,,,,,,,,,,,,
,EDGE," — цифровая технология беспроводной передачи данных для мобильной связи, которая функционирует как надстройка над 2G и 2.5G (GPRS)-сетями. ",,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELGG," — это свободное (Open Source) программное обеспечение, доступное под лицензией GPL 2.0, платформа для построения социальных сетей любого уровня и назначения — от небольших интранет-порталов компаний, образовательных учреждений до открытых интернет-сообществ",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Edius,— нелинейный видеоредактор для операционной системы Windows.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Etabs,"Комплексный анализ, проектирование и разработка систем здания.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,EKIGA,"— свободное и открытое приложение IP-телефонии и проведения видеоконференций, которое ранее называлось GnomeMeeting. Является частью рабочей среды GNOME. Также работает в Microsoft Windows",,,,,,,,,,,,,,,,,,,,,,,,,,,
,EXT JS,"— библиотека JavaScript для разработки веб-приложений и пользовательских интерфейсов, изначально задуманная как расширенная версия Yahoo! UI Library, однако преобразовавшаяся затем в отдельный фреймворк.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Erwin,"(ранее ERwin) — CASE-средство для проектирования и документирования баз данных, которое позволяет создавать, документировать и сопровождать базы данных, хранилища и витрины данных. Модели данных помогают визуализировать структуру данных, обеспечивая эффективный процесс организации, управления и администрирования таких аспектов деятельности предприятия, как уровень сложности данных, технологий баз данных и среды развертывания.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eviews,"представляет собой статистический пакет для Windows, используется в основном для временных рядов ориентированных эконометрического анализа. Она разрабатывается количественного Micro Software (СМК), теперь часть IHS.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ektron,"Это обеспечивает управление веб-контентом software.Ektron первичные продукты Ektron CMS (система управления контентом) и цифровой Опыт концентратор, которые все построены на Microsoft",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Erlang,"— функциональный язык программирования со строгой динамической типизацией, предназначенный для создания распределённых вычислительных систем. Разработан и поддерживается компанией Ericsson. Язык включает в себя средства порождения параллельных легковесных процессов и их взаимодействия через обмен асинхронными сообщениями в соответствии с моделью акторов.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Essbase, — многомерная система управления базами данных. Наименование сформировано как акроним отангл. extended spreadsheet database — расширенная электронно-табличная база данных,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ember.js,"— свободный JavaScript каркас веб-приложений, реализующий MVC шаблон, предназначенный для упрощения создания масштабируемых одностраничных[4] веб-приложений. Фреймворк используется такими компаниями как TED,Yahoo!, Twitch.tv и Groupon",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elastix," — это платформа для унифицированных коммуникаций с открытым исходным кодом, которая объединяет в едином интерфейсе",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Editing,"это процесс отбора и подготовки письменной, визуальной, звуковой и пленки носители, используемые для передачи информации. Процесс редактирования может включать коррекцию, конденсации, организацию и многие другие модификации выполнены с намерением вызвать правильный, последовательную, точную и полную работу",,,,,,,,,,,,,,,,,,,,,,,,,,,
,E- Health,- діяльність з використанням електронних інформаційних ресурсів у сфері охорони здоров’я та забезпечення оперативного доступу медичних працівників та пацієнтів до них.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Excel VBA ,"Microsoft Excel является глубокая программа многофункциональностью и функциональности. Один из наиболее мощных функций Excel является возможность писать программы на Visual Basic для приложений, которые работают ""за"" ваших листах превратить Excel в качестве платформы разработки расчетно-ориентированных для создания особых таблиц назначения, которые могут функционировать в качестве приложений в своем собственном праве ,",,,,,,,,,,,,,,,,,,,,,,,,,,,
, Eagle pcb, — система проектирования схем электрических принципиальных и печатных плат. EAGLE пользуется популярностью среди западных радиолюбителей из-за своей бесплатной лицензии и наличия в Интернете большого количества библиотек компонентов.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Economics,"является социальная наука, которая описывает факторы, определяющие производство, распределение и потребление товаров и услуг.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Embroidery,это ремесло украшения ткани или других материалов с иглы и нити или пряжи.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ECMAscript,"— это встраиваемый расширяемый не имеющий средств ввода-вывода язык программирования, используемый в качестве основы для построения других скриптовых языков",,,,,,,,,,,,,,,,,,,,,,,,,,,
,E-learning,описывает познавательные научные принципы эффективных мультимедийных учебных использованием электронных образовательных технологий.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ExactTarget,Salesforce Marketing Cloud (ранее известный как ExactTarget) является поставщиком цифрового маркетинга автоматизации и аналитики программного обеспечения и услуг.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Electronocs,"это наука о том, как контролировать электрическую энергию, энергию, в которой электроны играют фундаментальную роль.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Econometrics," — наука, изучающая количественные и качественные экономические взаимосвязи с помощью математических и статистических методов и моделей. Современное определение предмета эконометрики было выработано в уставе Эконометрического общества, которое главными целями назвало использованиестатистики и математики для развития экономической теории",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eyeon Fusion,"является полнофункциональным, узел-система композитинга. Fusion позволяет 3D сцены, чтобы зажечь в реальном времени систем глубокой громкости и интегрировать объемы непосредственно в изображение с Всемирной положение переходит.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,ENC Symmetrix,Система Symmetrix является массив хранения корпоративного EMC Corporation. Это был флагманским продуктом EMC в 1990-х и 2000-х годов,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Essay writing,"Эссе является письменный текст. Это, как правило о личной точки зрения автора, который написал его. Определение эссе является расплывчатым .. Люди, которые пишут эссе называются эссеисты.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,ERDAS Imagine,"– растровый графический редактор и программный продукт, первоначально разработанный компанией ERDAS Inc., и предназначенный для обработки данных дистанционного зондирования (в основном, данных ДЗЗ).",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elasticsearch,"- Свободное программное обеспечение, поисковый сервер, разработанный на базе Lucene. Предоставляет распределен, мультиарендний полнотекстовый поисковый движок с HTTP веб-интерфейсом и поддержкой безсхемних JSON документов.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Evolus Pencil,"Источник программного обеспечения с открытым для принятия диаграммы и GUI прототипов, что каждый может использовать. Он может быть использован как автономный или как плагин для Mozilla Firefox",,,,,,,,,,,,,,,,,,,,,,,,,,,
,EDI,"— серия стандартов и конвенций по передаче структурированной цифровой информации между организациями, основанная на определенных регламентах и форматах передаваемых сообщений.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Embedded Linux,"Embedded-Linux является не проект как таковой, скорее, сборник документов и хранилищ, чтобы другие пользователи развернуть быстро Embedded GNU / Linux на встраиваемых процессорных ядер, таких как, например, ARM Cortex A9. Это может относиться к обоим софт-ядер, таких как MicroBlaze или SoC кремниевых стержней Xilinx ', таких как Xilinx Zynq NAND Altera Арриа V (как имеющих клеток FPGA, а).",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Event Planning,"представляет собой руководство по процессу планирования. Работа через процесс будет генерировать планы, которые могут быть использованы для управления, мониторинга и отчетности по вашему уникальному событию.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Express Scribe,"представляет собой гибкий и универсальный инструмент воспроизведения аудио и видео предназначен, чтобы помочь машинисток для производства письменные транскрипции аудиозаписей.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Entity Framwork,"является открытым исходным кодом объектно-реляционного отображения (ORM) рамки для ADO.NET, часть .NET Framework",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Email Etiquette,"Сетевой этикет регламентирует, какое поведение является социально приемлемым в онлайн или цифровой ситуации. В то время как этикет укоренились в культуре, сетевой этикет является довольно новой концепцией",,,,,,,,,,,,,,,,,,,,,,,,,,,
,English grammar,"это структура выражений в английском языке. Это включает в себя структуру слов, фраз, выражений и предложений.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Entrepreneurship,"это процесс проектирования, запуска и запуск нового бизнеса, т.е. запуска компании предлагают продукт, процесс или услугу.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Embedded systems,"— специализированная микропроцессорная система управления, концепция разработки которой заключается в том, что такая система будет работать, будучи встроенной непосредственно в устройство, которым она управляет.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Event management,"является применение управления проектами в создании и развитии масштабных мероприятий, таких как фестивали, конференции, церемонии, формальные вечеринки, концерты, или конвенций. Она включает в себя изучение бренда, определение целевой аудитории, разработке концепции мероприятия, планирование логистики и координации технических аспектов перед непосредственным запуском событие.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,English tutoring,"Репетитор инструктор, который дает частные уроки.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Entity Framework,"— объектно-ориентированная технология доступа к данным, является object-relational mapping (ORM) решением для .NET Framework от Microsoft. Предоставляет возможность взаимодействия с объектами как посредством LINQ в виде LINQ to Entities, так и с использованием Entity SQL. ",,,,,,,,,,,,,,,,,,,,,,,,,,,
